Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
49.0,9,91502.99,1,1,0,0.2980937299674915,1,3,False,True,False,True,False
52.0,3,0.0,1,1,0,0.27903729791631865,1,1,True,False,False,False,True
29.0,3,59385.98,2,1,1,0.09466085332773021,0,2,False,True,False,False,True
77.0,9,0.0,3,1,1,-0.32302120620923724,0,1,True,False,False,False,True
21.0,6,97956.5,1,1,1,1.1281293375362194,0,2,False,True,False,True,False
49.0,4,0.0,2,1,1,-1.3295402170281458,0,1,True,False,False,True,False
40.0,4,0.0,2,0,1,0.09291447598064297,0,0,False,False,True,True,False
27.0,8,141223.68,2,1,0,-0.16517968123193055,0,2,True,False,False,False,True
18.0,10,151762.74,1,0,1,0.4681828498554214,0,1,True,False,False,False,True
43.0,1,141749.74,2,0,1,-0.15971762220082894,0,2,False,True,False,False,True
38.0,5,75075.14,1,1,1,-1.5900210145960683,1,2,False,False,True,False,True
25.0,4,165686.11,2,1,0,-1.4714965420242616,0,2,True,False,False,True,False
38.0,2,0.0,1,1,0,-0.3508223928564136,0,1,True,False,False,False,True
25.0,10,0.0,2,1,0,-0.5343342563268387,0,0,False,False,True,True,False
44.0,3,0.0,2,1,0,-0.22875508526822197,0,2,True,False,False,False,True
28.0,0,0.0,2,1,1,-1.6083505864151566,1,1,True,False,False,True,False
32.0,5,92961.61,1,1,0,0.29330653805617957,0,2,True,False,False,False,True
30.0,9,0.0,2,0,1,1.0049901719407146,0,1,False,False,True,True,False
46.0,5,130812.91,1,1,1,-0.3844481992006955,1,2,False,True,False,False,True
57.0,8,107174.58,1,1,1,0.4569709438305149,1,1,False,True,False,False,True
38.91,1,152677.48,1,1,1,1.5977579068461654,1,0,False,False,True,False,True
30.0,3,132005.77,1,1,0,0.7451212933098035,0,1,True,False,False,False,True
35.0,7,0.0,1,0,0,-0.8906745289761088,0,0,True,False,False,False,True
23.0,5,0.0,2,1,1,-0.4687815490132667,0,2,False,False,True,True,False
33.0,7,127305.5,1,1,1,0.34686048706011247,0,0,True,False,False,True,False
37.0,6,0.0,2,1,0,1.632916379718101,0,0,True,False,False,True,False
31.0,0,0.0,2,0,0,1.380050573366313,0,0,False,False,True,True,False
39.0,9,0.0,1,1,0,-0.3325875910915085,0,2,True,False,False,False,True
32.0,8,170291.22,2,0,1,-1.4681750689876478,0,0,False,True,False,False,True
47.0,5,102562.23,1,1,0,-0.1283680360570219,0,1,False,False,True,False,True
53.0,2,111061.01,2,0,0,-1.2789274436140396,0,2,False,False,True,False,True
62.0,3,0.0,1,1,1,-0.6099974503566993,0,1,False,False,True,False,True
34.0,4,124379.14,1,1,0,0.11829163592082012,0,1,True,False,False,True,False
37.0,7,0.0,1,1,1,1.4801585291151937,0,1,True,False,False,True,False
41.0,3,57745.76,1,1,0,-1.6702966410795268,0,0,False,True,False,True,False
50.0,5,129293.74,1,1,0,1.351389674521188,1,0,False,True,False,True,False
45.0,7,0.0,2,1,1,-0.5435544262038275,0,2,True,False,False,True,False
40.0,8,150777.1,1,1,0,0.2546163591283503,0,2,False,True,False,True,False
41.0,4,0.0,2,1,0,-1.3527072349707645,0,2,False,False,True,False,True
34.0,6,0.0,2,0,0,1.6900884581117428,0,1,True,False,False,False,True
31.0,9,108632.48,1,1,1,1.3806122380911054,1,1,False,False,True,False,True
59.0,5,153861.1,1,1,1,-1.432692986811428,0,1,True,False,False,False,True
56.0,1,100374.58,1,1,0,0.3199673540330186,1,0,True,False,False,False,True
38.91,8,0.0,2,0,0,0.577361777854705,0,0,True,False,False,False,True
47.0,9,61196.54,1,1,0,-0.7289469101072654,0,1,True,False,False,True,False
31.0,6,116891.72,1,1,0,0.12254133381840666,0,1,False,True,False,False,True
54.0,6,133656.91,3,1,0,0.7821762106054497,1,2,False,True,False,True,False
44.0,2,92911.52,1,0,1,-0.2537924641334007,0,3,True,False,False,False,True
31.0,9,119825.75,2,1,1,0.018242107214518653,0,2,False,False,True,True,False
37.0,7,111852.84,2,1,0,-1.5576912104789935,0,1,True,False,False,True,False
32.0,0,106683.52,2,1,1,0.6577606923536055,0,2,False,True,False,False,True
40.0,7,139022.24,1,0,1,1.6222701378881639,0,2,False,True,False,False,True
40.0,4,148571.07,1,1,0,1.5604318950285523,1,2,False,True,False,True,False
52.0,4,0.0,1,0,1,0.7655191128801867,0,3,True,False,False,False,True
42.0,1,129776.72,2,0,1,0.7555220024489027,0,3,True,False,False,False,True
46.0,5,0.0,1,1,0,-0.3897414110343439,1,1,True,False,False,True,False
46.0,8,0.0,2,1,1,1.4542021415594488,0,1,False,False,True,True,False
24.0,10,0.0,1,0,0,-0.1375403861819002,0,0,True,False,False,False,True
37.0,7,0.0,2,1,1,-1.2415631759947376,0,0,True,False,False,True,False
24.0,3,114739.92,1,1,0,-0.24691024540961162,1,0,False,False,True,False,True
41.0,2,122545.65,2,1,1,-1.0092576024805022,0,1,False,True,False,False,True
37.0,6,0.0,2,1,0,0.1747959766849867,0,0,True,False,False,True,False
26.0,1,131908.35,1,1,1,1.37685325779518,0,1,False,True,False,True,False
42.0,7,105722.69,1,1,1,-0.16575195324719108,1,2,False,True,False,True,False
33.0,10,0.0,2,1,0,1.0769395970766455,0,3,False,False,True,False,True
44.0,8,0.0,3,1,0,-0.576678559875965,1,4,False,False,True,True,False
40.0,8,0.0,2,1,0,0.15304164116472538,0,3,False,False,True,True,False
18.0,4,82767.42,1,1,0,-0.49173207389632934,0,0,True,False,False,True,False
42.0,1,87842.98,1,0,0,-0.13679318081891767,0,2,True,False,False,True,False
39.0,6,133261.13,1,1,1,-0.38298126309594327,0,2,False,False,True,False,True
32.0,3,0.0,2,1,1,-0.7026954312084949,0,2,False,False,True,True,False
41.0,0,97925.11,1,1,0,-0.26239862839328665,0,1,True,False,False,False,True
52.0,5,0.0,1,1,1,1.038448696097613,0,2,True,False,False,False,True
24.0,7,140453.91,1,1,0,0.5027344466005687,0,1,True,False,False,True,False
20.0,0,117356.19,1,0,0,0.23418567434651638,1,1,False,True,False,True,False
36.0,5,0.0,2,1,1,0.8289035856880503,0,2,False,False,True,False,True
37.0,4,137204.77,1,1,1,-1.238525491450651,0,4,False,False,True,False,True
41.0,1,0.0,2,0,1,1.0523270315002184,0,1,True,False,False,True,False
35.0,8,0.0,1,1,0,-0.0012946090378546688,1,1,False,False,True,False,True
36.0,3,54098.18,2,0,1,-0.7931422320209209,0,2,False,False,True,False,True
31.0,8,0.0,1,1,1,0.7231579420003154,0,1,False,False,True,False,True
23.0,7,113758.48,2,0,0,-0.2784438071815393,0,1,True,False,False,False,True
34.0,8,0.0,1,0,1,0.11982395466845835,0,0,False,False,True,True,False
37.0,9,118636.92,1,1,1,-0.46148321150110955,0,0,True,False,False,False,True
34.0,7,0.0,2,0,0,0.27390910769995463,0,0,True,False,False,False,True
44.0,8,95488.82,2,0,0,0.1203901405334504,0,4,False,True,False,False,True
30.0,8,110829.52,2,0,0,-1.3068077502147086,0,2,True,False,False,False,True
51.0,7,144244.59,2,1,0,-0.8516628274240874,0,0,False,True,False,False,True
31.0,8,122021.92,2,1,0,-1.15222301119116,0,2,False,True,False,True,False
30.0,8,0.0,2,1,0,0.5005531703442846,0,1,True,False,False,True,False
50.0,9,0.0,4,1,1,1.645183276419576,1,3,True,False,False,False,True
22.0,5,0.0,2,1,0,1.0239375749570754,0,2,False,False,True,False,True
42.0,1,85839.62,1,1,0,1.7057303859721953,0,3,False,True,False,False,True
29.0,4,96974.97,1,0,1,0.7184062236505694,0,1,True,False,False,True,False
35.0,4,148172.44,1,1,1,-1.667858355391898,0,0,True,False,False,False,True
38.0,0,0.0,1,1,0,0.46578577609961175,0,2,False,False,True,False,True
40.0,5,0.0,2,1,0,-1.0266017396260925,0,2,True,False,False,True,False
49.0,2,0.0,1,0,0,0.09859163695123932,0,2,True,False,False,True,False
30.0,2,0.0,2,0,1,-1.2546706569933173,0,4,False,False,True,False,True
28.0,8,134766.85,1,1,0,-0.3605499737758003,0,4,False,False,True,False,True
30.0,5,123210.56,2,1,1,0.036343535343536564,0,4,False,True,False,False,True
47.0,1,139887.01,1,1,1,-0.07599879967538366,0,2,False,False,True,False,True
44.0,9,149961.11,1,1,0,-0.7471832768822396,0,1,True,False,False,False,True
45.0,6,152880.97,1,0,0,1.084862721386381,0,2,False,True,False,False,True
43.0,9,108589.47,2,0,1,1.6470560718022436,0,2,False,True,False,False,True
33.0,9,0.0,1,1,1,0.4165606449467576,0,4,False,False,True,False,True
35.0,3,56674.48,1,1,0,-1.427686345710429,1,2,False,False,True,True,False
32.0,8,0.0,1,1,0,0.5836294692913682,0,1,False,False,True,False,True
57.0,1,0.0,2,1,1,-1.303984993720109,0,3,False,False,True,True,False
33.0,3,105663.56,2,0,1,-1.1608783863232184,0,4,False,True,False,True,False
39.0,7,0.0,2,1,0,-1.6987137461338908,0,1,True,False,False,True,False
30.0,5,100683.54,1,1,1,1.3610510033476504,0,1,False,False,True,True,False
42.0,6,0.0,2,1,0,1.0886851715351085,0,1,True,False,False,False,True
29.0,5,139541.58,2,1,0,-0.33878833487521637,0,1,False,True,False,False,True
37.0,2,121801.72,2,0,1,-1.3379726651703638,0,1,False,True,False,True,False
38.0,5,112281.7,1,0,1,-0.17730937871734917,0,3,False,True,False,False,True
36.0,4,0.0,2,1,1,-1.685288568091288,0,2,False,False,True,True,False
40.0,5,93499.82,2,0,0,0.40218272355209966,0,3,False,False,True,True,False
33.0,0,132255.99,2,0,1,-0.44345133937516196,0,1,True,False,False,False,True
20.0,7,0.0,2,1,0,-1.1963888125706894,0,4,True,False,False,False,True
38.91,4,0.0,2,1,0,-0.7221465935770917,0,1,False,False,True,False,True
49.0,5,121973.28,1,1,0,0.8470898721408135,0,2,True,False,False,False,True
32.0,7,99462.8,2,1,1,-0.8515946625410785,0,1,False,True,False,False,True
21.0,3,165878.76,2,1,1,1.1206677173068553,0,2,False,True,False,True,False
30.0,8,117494.27,1,0,0,-0.6627368985646792,0,1,True,False,False,False,True
29.0,0,138577.34,1,1,0,1.6219199234127046,0,1,False,True,False,True,False
39.0,9,0.0,1,1,1,-0.9106176261764201,0,3,False,False,True,False,True
41.0,8,107525.07,1,1,0,-1.4185917244189818,0,3,False,False,True,False,True
38.91,7,139224.92,2,1,0,-0.6091806889906464,0,2,True,False,False,False,True
42.0,7,121453.63,1,0,0,-0.9340606075612203,0,2,True,False,False,True,False
25.0,4,0.0,2,0,1,-1.0094414042186155,0,3,True,False,False,True,False
54.0,1,77354.37,1,0,0,0.6625685771758314,1,1,False,True,False,True,False
40.0,6,0.0,1,1,1,-1.3451225006159657,0,0,True,False,False,False,True
38.91,7,79259.99,1,0,1,1.5097217432101477,0,4,True,False,False,True,False
30.0,2,116295.29,1,1,0,-0.43133016250011924,0,0,True,False,False,False,True
59.0,1,0.0,1,0,1,0.524623894656794,1,1,False,False,True,True,False
34.0,9,74309.81,1,1,0,-1.4790268488066578,0,1,False,True,False,False,True
34.0,2,152797.9,1,1,0,1.3149416333523294,1,2,False,True,False,False,True
42.0,9,133701.07,2,1,0,0.017032006651103482,1,0,True,False,False,False,True
33.0,7,114430.18,2,1,1,0.9202587879005741,0,1,False,True,False,True,False
29.0,7,127504.57,1,0,0,-0.24199089709246602,0,0,True,False,False,False,True
41.0,2,84113.41,1,1,0,1.6947040205854789,0,3,False,True,False,True,False
23.0,10,101126.66,2,0,0,-1.0963319804840657,0,1,False,False,True,True,False
33.0,5,103564.83,2,1,0,0.36509041990480273,0,2,False,True,False,False,True
52.0,7,0.0,1,0,1,1.63497906298915,1,0,False,False,True,True,False
37.0,2,168178.21,2,0,1,0.020571016087319254,0,1,True,False,False,False,True
39.0,1,143903.11,1,1,1,0.3238094537526133,1,0,False,True,False,True,False
30.0,5,129753.69,1,1,0,-1.7303396434998943,0,1,False,True,False,True,False
35.0,9,0.0,2,1,0,1.6048477502391194,0,1,True,False,False,False,True
38.91,5,110641.18,1,0,1,0.6332630680722524,1,0,True,False,False,False,True
36.0,4,166909.2,2,1,0,0.6743607541563514,1,1,True,False,False,True,False
34.0,1,154139.45,1,1,1,-0.6844545432933211,0,3,True,False,False,True,False
38.0,7,97459.06,1,0,0,1.549107308278672,0,2,True,False,False,False,True
40.0,1,0.0,2,1,1,0.04273034143545743,0,1,True,False,False,False,True
43.0,6,112088.04,2,1,1,-1.1021788581021537,0,3,False,True,False,False,True
34.0,3,0.0,2,1,1,-0.9622027925134488,0,1,True,False,False,True,False
48.0,7,0.0,2,1,1,0.5700098822201837,0,4,True,False,False,True,False
28.0,1,141038.57,2,0,0,-1.457247994795314,0,3,False,False,True,False,True
39.0,2,84468.67,2,1,1,0.38003974386468303,0,1,False,True,False,False,True
36.0,4,118520.26,1,0,0,0.5405137896681922,1,2,False,False,True,True,False
37.0,1,142663.46,1,0,1,-0.198588472846633,0,1,True,False,False,False,True
27.0,4,118627.16,2,1,1,1.0562958970354086,0,1,False,True,False,False,True
34.0,1,137523.02,1,0,0,-1.309893950070937,0,1,False,False,True,False,True
28.0,7,110976.23,2,1,0,0.6683761556521843,0,0,True,False,False,False,True
38.0,8,107283.4,1,0,0,0.9973028424813873,0,0,True,False,False,True,False
38.0,5,0.0,2,0,0,0.09051896723490253,0,1,True,False,False,False,True
34.0,4,124314.45,1,0,0,-0.04012198718173979,0,2,True,False,False,False,True
41.0,5,95858.37,1,1,1,-0.5535677084058253,0,1,True,False,False,True,False
36.0,2,0.0,2,1,0,0.15129665493769956,0,2,True,False,False,False,True
33.0,8,0.0,2,1,0,0.758437616207601,0,4,True,False,False,False,True
36.0,0,0.0,1,0,0,0.8503783060759691,0,3,False,False,True,True,False
35.0,6,117707.18,2,0,0,-0.08369482363509506,1,0,True,False,False,True,False
38.0,1,135289.33,2,0,1,0.9192884816577434,0,0,False,False,True,False,True
36.0,8,174060.46,1,1,1,-0.0898075790749191,0,1,True,False,False,False,True
40.0,3,114446.84,2,1,1,-0.22226724908184156,0,2,False,True,False,False,True
37.0,2,0.0,2,1,0,-0.28016079711732933,1,2,False,False,True,False,True
25.0,1,157848.53,1,0,0,-1.087617830529413,1,1,True,False,False,False,True
43.0,8,0.0,1,0,1,0.08345086009290813,0,0,True,False,False,True,False
37.0,6,0.0,2,1,1,0.8627554490423104,0,3,False,False,True,True,False
74.0,3,108071.36,2,1,1,-1.4544934031837236,0,2,False,True,False,True,False
35.0,8,14262.8,2,1,0,-0.7894794128992397,0,2,False,False,True,True,False
41.0,7,102749.72,1,0,1,1.6488880030331068,0,2,False,False,True,False,True
36.0,1,161757.87,2,1,1,0.804788693313591,0,1,False,False,True,False,True
38.0,1,0.0,2,1,0,0.9827126013873575,0,4,True,False,False,False,True
35.0,5,95698.79,1,0,1,1.434184271655837,0,2,False,True,False,True,False
37.0,9,124969.13,1,1,0,-0.6937548764638484,0,0,True,False,False,False,True
38.91,4,93960.35,1,1,0,-1.104387782869658,1,1,False,True,False,False,True
51.0,4,88308.87,3,0,0,-1.6385257194471219,1,2,True,False,False,True,False
39.0,10,0.0,2,1,1,0.7466810866786543,0,4,False,False,True,True,False
59.0,3,0.0,2,1,1,-0.6501775188702936,0,2,True,False,False,True,False
30.0,7,112935.87,1,1,1,-0.01865665685423541,0,0,True,False,False,False,True
24.0,8,98567.1,1,1,0,1.5284370030662613,0,2,False,False,True,True,False
26.0,1,180530.51,1,0,0,0.40628322382310045,0,0,True,False,False,True,False
33.0,5,140931.57,1,0,1,-1.5505552862340055,0,0,True,False,False,False,True
31.0,7,148913.72,2,1,0,-0.8046414043385075,0,3,False,True,False,True,False
38.0,7,0.0,2,0,0,-0.32122422686991653,0,2,True,False,False,False,True
49.0,2,0.0,1,0,1,1.6034154182458946,1,4,True,False,False,True,False
41.0,5,0.0,2,0,0,0.7614992975727473,0,2,True,False,False,False,True
50.0,6,115335.32,2,1,1,-0.8165845178456903,0,1,True,False,False,True,False
65.0,0,0.0,2,1,1,1.5713361896298808,0,1,True,False,False,True,False
26.0,0,0.0,2,0,1,0.20546426177872018,0,3,True,False,False,True,False
33.0,7,134678.13,1,1,0,0.22758220130503146,0,4,False,True,False,True,False
38.0,9,0.0,2,1,0,-1.209585151363191,0,4,True,False,False,False,True
31.0,2,90547.48,2,1,1,-1.4135537831166014,0,0,False,True,False,False,True
38.91,9,103324.78,1,1,1,-0.9383546474107642,0,0,True,False,False,False,True
29.0,3,114590.58,1,0,0,-0.4261132883798405,0,0,True,False,False,False,True
36.0,3,91286.51,1,1,0,-0.6434677990341189,0,1,False,True,False,True,False
32.0,5,163340.12,2,1,1,-0.44646328819811293,0,1,False,False,True,False,True
45.0,8,150900.29,2,0,1,0.6920632786077613,0,2,False,False,True,False,True
23.0,9,124577.33,1,1,1,-1.6140990422889,0,1,False,False,True,False,True
35.0,1,0.0,2,0,0,1.5082520248652729,0,1,False,False,True,False,True
31.0,4,91292.7,1,1,1,1.0791410445738199,0,4,False,False,True,True,False
57.0,8,93716.72,1,1,1,1.3921677507711792,1,3,False,True,False,True,False
37.0,4,111723.08,1,1,1,-0.2888681653616827,0,3,True,False,False,True,False
38.91,4,110765.68,1,1,0,-1.2855079631745112,1,3,False,True,False,False,True
25.0,9,173459.45,2,1,1,-0.9687269717114335,0,0,False,True,False,False,True
22.0,7,169649.73,2,0,1,0.6307818315527277,1,0,False,False,True,True,False
31.0,9,0.0,2,0,0,-0.013841990321710402,0,0,False,False,True,True,False
45.0,8,116917.07,1,0,0,1.2759038482991565,1,2,False,True,False,False,True
37.0,5,0.0,2,1,1,0.4773901518718422,0,0,True,False,False,False,True
36.0,7,0.0,2,1,1,-0.8270833009491187,0,1,True,False,False,True,False
38.91,0,0.0,1,1,0,-1.1737712870523258,0,1,True,False,False,False,True
32.0,8,130627.66,1,1,0,-0.9203822456674416,1,1,False,True,False,False,True
46.0,5,56580.95,2,0,1,-0.9505890266808038,0,2,False,False,True,True,False
38.0,6,142316.14,1,1,1,-1.6010357293522703,0,2,False,True,False,False,True
31.0,6,0.0,2,1,1,1.6620017440719626,0,3,False,False,True,False,True
56.0,7,152759.0,2,1,0,0.5751737198881213,1,0,True,False,False,False,True
39.0,0,109733.2,2,0,0,0.4088479275463095,1,0,False,True,False,False,True
54.0,9,117444.51,1,1,1,1.4980382474844252,0,2,True,False,False,False,True
38.91,5,76001.57,1,1,1,1.0186238441025208,0,0,False,False,True,True,False
34.0,3,107747.57,1,1,0,-1.579632129977491,0,0,True,False,False,True,False
35.0,8,0.0,2,1,1,0.28675957926718926,0,3,False,False,True,True,False
36.0,1,134997.49,2,1,0,-0.963388200695774,0,1,True,False,False,True,False
48.0,2,0.0,2,1,1,0.8436821496603932,0,1,True,False,False,True,False
36.0,9,0.0,1,0,1,1.5403291668011947,1,2,True,False,False,False,True
30.0,7,0.0,1,1,0,0.12132532099473033,0,0,False,False,True,True,False
37.0,0,64345.21,1,0,1,-0.6665362213423857,1,1,False,False,True,True,False
35.0,8,141665.63,1,0,1,1.6117238828126401,0,0,False,True,False,True,False
29.0,8,0.0,2,1,0,-0.9277910033344727,0,1,False,False,True,True,False
33.0,5,136624.6,2,1,1,1.2003192525527653,0,3,False,True,False,True,False
52.0,4,161209.66,1,1,1,-0.1914325512507623,0,3,True,False,False,True,False
38.0,10,95010.92,1,1,1,0.08933808019277677,0,2,False,False,True,False,True
41.0,4,167545.32,1,1,0,0.4896146194114443,0,2,True,False,False,True,False
36.0,4,109044.6,1,0,0,-0.09625681167959549,1,3,False,True,False,True,False
47.0,9,122031.55,1,1,1,-1.1523123906551054,1,3,True,False,False,True,False
29.0,2,27755.97,1,1,0,-0.0455904801431253,1,0,False,False,True,True,False
29.0,1,118560.55,1,1,1,1.1137154209099724,0,0,True,False,False,True,False
61.0,4,0.0,2,1,1,1.5862848180297304,0,2,True,False,False,False,True
34.0,9,0.0,2,1,1,-0.6057053232972398,0,2,True,False,False,False,True
28.0,8,97840.72,1,1,1,1.358646626211518,0,1,False,False,True,True,False
38.0,2,158651.29,2,1,1,1.3799048535398808,0,0,False,True,False,True,False
38.91,9,175303.06,1,1,0,-0.6014804916707508,1,0,True,False,False,False,True
38.91,8,96950.21,1,1,0,-0.038470032108820586,0,2,False,False,True,False,True
45.0,7,123859.6,1,0,1,0.22538457938802609,0,1,True,False,False,False,True
32.0,7,0.0,2,1,1,0.10222663367169241,0,3,True,False,False,True,False
70.0,9,0.0,1,1,1,0.3983214959316606,0,0,True,False,False,True,False
33.0,3,85227.84,1,1,1,-0.5565017545053377,0,2,True,False,False,True,False
36.0,8,97786.08,2,0,1,-1.366982039590871,0,1,True,False,False,False,True
33.0,7,128135.99,1,1,0,1.014604550465105,0,1,False,True,False,False,True
33.0,6,0.0,2,0,0,-0.4093116880581985,0,1,False,False,True,False,True
36.0,2,85996.19,1,1,0,-1.464198378402112,0,1,False,False,True,False,True
50.0,10,0.0,2,1,1,-1.1537323764577854,0,4,False,False,True,True,False
39.0,1,104502.11,1,1,0,-1.381339615854631,0,1,False,True,False,True,False
35.0,5,95772.97,1,1,1,0.22068833195072818,0,0,False,False,True,False,True
31.0,5,98108.79,1,0,1,0.34615779753909487,0,0,False,False,True,False,True
39.0,9,131607.28,4,0,1,-1.619069166488287,1,1,False,True,False,False,True
55.0,9,63127.41,2,1,0,1.4801698319656924,1,3,False,False,True,False,True
35.0,7,0.0,2,1,1,-0.376539333871589,0,1,False,False,True,False,True
31.0,9,0.0,1,0,1,0.6774365206121195,0,0,True,False,False,False,True
36.0,9,140355.56,2,1,0,0.6301725209658319,0,1,False,True,False,True,False
36.0,2,0.0,2,1,1,-1.4844718666170074,0,0,False,False,True,True,False
30.0,2,0.0,2,0,1,-1.6808183776639685,0,4,True,False,False,False,True
24.0,7,107418.27,1,0,1,1.0495995667298248,0,3,False,True,False,False,True
35.0,6,0.0,2,1,0,-1.7146418969469774,0,1,True,False,False,False,True
32.0,6,0.0,2,1,1,-1.397556771860475,0,0,False,False,True,False,True
39.0,7,167557.12,1,1,1,-1.0243376917261549,0,1,False,False,True,False,True
34.0,8,117300.02,1,1,0,0.6837327300100411,0,1,False,False,True,False,True
60.0,7,0.0,2,1,1,1.1059620132477286,0,0,True,False,False,False,True
23.0,9,143672.9,1,1,1,0.2618277516366696,0,1,True,False,False,True,False
33.0,4,0.0,2,1,1,-0.4372486828013696,0,2,True,False,False,False,True
37.0,1,0.0,2,1,1,1.3958728251647254,0,1,True,False,False,True,False
31.0,8,76798.92,1,0,0,1.6681527553134754,0,1,False,True,False,True,False
34.0,3,0.0,2,1,1,0.45018592962101656,0,0,True,False,False,False,True
49.0,7,115309.75,1,1,0,0.1970439859370396,0,0,False,False,True,True,False
29.0,7,178171.04,2,1,1,0.27349890117184744,0,3,True,False,False,True,False
38.0,3,0.0,2,0,1,1.378435135195006,0,4,False,False,True,True,False
37.0,0,0.0,2,0,0,-0.3084666125667807,0,2,False,False,True,True,False
45.0,5,127258.79,1,1,1,1.611160305297763,1,4,False,True,False,True,False
30.0,6,0.0,1,1,1,0.2315907137619719,0,1,False,False,True,True,False
33.0,8,0.0,1,1,1,0.4269204899340532,0,0,True,False,False,True,False
67.0,5,0.0,2,0,1,-0.7863170492196495,0,3,False,False,True,False,True
33.0,10,0.0,1,1,1,-0.022086637255638697,0,3,False,False,True,True,False
36.0,2,0.0,2,1,1,-0.9480378863781935,0,3,False,False,True,False,True
69.0,1,107569.96,1,1,1,1.430179410889058,0,1,False,False,True,True,False
20.0,9,134874.4,1,1,1,0.32578849592997045,0,0,False,True,False,False,True
29.0,4,0.0,2,1,0,0.057080266538879584,0,3,True,False,False,True,False
67.0,3,0.0,2,1,1,-0.9842784767678948,0,1,True,False,False,True,False
48.0,6,0.0,2,1,1,-1.0438138942558568,0,1,False,False,True,True,False
32.0,3,0.0,2,1,0,-0.9375199753739208,0,2,False,False,True,True,False
42.0,0,70105.87,1,1,1,0.36065639859907983,0,1,False,False,True,False,True
41.0,9,0.0,2,1,0,-1.6367075255268648,0,1,True,False,False,False,True
29.0,4,78939.15,1,1,0,0.3833286994698613,1,2,False,True,False,True,False
30.0,6,105128.85,2,1,1,-0.6454468412114762,0,3,False,True,False,False,True
31.0,2,113836.27,1,1,1,1.2993983011262291,0,3,False,False,True,False,True
25.0,7,0.0,1,0,1,1.6128452994721405,0,0,False,False,True,False,True
48.0,1,100900.5,1,0,0,-1.1612291224687001,1,0,False,True,False,False,True
40.0,3,129248.11,2,1,0,-0.4732209609092275,1,0,False,True,False,True,False
28.0,3,109118.05,2,0,1,-0.8551707105489292,0,3,True,False,False,True,False
56.0,7,0.0,1,1,1,0.7357291462152229,1,1,True,False,False,False,True
31.0,7,0.0,2,0,1,-0.8922605797361189,0,1,True,False,False,True,False
35.0,5,126397.66,1,0,0,0.9785023765215128,1,1,True,False,False,True,False
38.91,9,108546.16,3,1,0,0.5863141571198731,1,1,True,False,False,False,True
36.0,2,148061.89,1,1,0,1.3743996697868757,1,2,True,False,False,False,True
44.0,8,122277.87,1,1,1,-0.14397275145583202,0,1,True,False,False,False,True
24.0,3,0.0,2,1,0,1.2712244681926033,0,4,True,False,False,False,True
31.0,1,0.0,2,0,1,1.4290392141087283,0,2,True,False,False,False,True
36.0,8,152899.24,2,1,0,1.3396501862129933,0,2,False,True,False,False,True
54.0,3,134388.11,1,0,0,-0.8718053764632027,1,0,False,True,False,False,True
40.0,3,109740.62,1,1,0,0.7269732626587281,0,1,False,False,True,True,False
23.0,6,92366.72,2,1,0,0.35771730968934523,0,0,False,True,False,False,True
26.0,4,129109.02,1,0,0,0.8646583273963055,1,0,True,False,False,True,False
56.0,5,0.0,2,1,1,-1.0139098557458581,0,1,False,False,True,True,False
74.0,7,105102.5,1,1,1,-0.9375761418464,0,1,False,True,False,False,True
30.0,5,111375.32,2,1,0,-1.6934478350314475,0,2,False,True,False,False,True
39.0,3,0.0,2,1,0,-1.623501622783941,0,0,True,False,False,False,True
33.0,9,150412.14,2,1,0,1.2289474600764474,0,2,False,True,False,True,False
30.0,3,156660.72,2,1,0,-0.9450542816264937,0,2,True,False,False,False,True
38.91,3,90957.81,1,0,1,1.0818453819731924,0,0,True,False,False,False,True
37.0,7,104960.46,1,0,1,-0.3339804500529907,0,2,True,False,False,False,True
31.0,7,117052.82,1,1,0,0.32026800985628984,1,0,False,True,False,True,False
44.0,3,88915.85,1,1,0,-0.5284952037590961,0,0,False,False,True,False,True
45.0,6,148071.39,1,1,0,1.4517167316797401,0,2,True,False,False,False,True
39.0,6,152182.83,1,0,0,1.062700266018105,0,2,False,True,False,False,True
39.0,9,0.0,2,1,0,0.759247769753362,0,3,False,False,True,False,True
22.0,5,130056.23,1,0,0,0.3791509920354525,1,2,True,False,False,False,True
34.0,3,95039.73,2,1,1,0.8166853781887243,0,1,False,True,False,False,True
52.0,1,0.0,2,1,1,1.251022622660871,0,2,True,False,False,False,True
35.0,9,0.0,2,0,0,0.7596179815797037,0,2,False,False,True,False,True
38.91,2,112773.73,2,1,1,0.6829763084766518,0,0,True,False,False,True,False
37.0,10,123806.28,1,1,0,-0.31845172458753507,1,2,True,False,False,True,False
53.0,8,144453.75,1,1,0,1.580811803928145,1,1,True,False,False,False,True
27.0,9,94667.29,2,0,1,-1.6627313824055876,0,1,False,True,False,False,True
21.0,10,0.0,2,0,1,0.6218491018584265,0,1,True,False,False,False,True
51.0,5,174397.21,2,1,1,1.2569185372611233,0,1,False,False,True,False,True
58.0,3,108888.24,3,0,1,0.6222700895670097,1,0,False,True,False,True,False
55.0,4,118803.35,2,1,1,0.48749124852771625,1,0,True,False,False,False,True
54.0,6,171137.62,1,1,1,1.1639103366356343,1,2,True,False,False,False,True
